material_line,mu,part_number,OD_mm,ID_mm,HT_mm,Ae_mm2,Le_mm,Ve_cm3,Wa_mm2,Ap_mm4,AL_min_nH,AL_nom_nH,AL_max_nH,AL_tolerance_pct,MLT_0wf,MLT_20wf,MLT_25wf,MLT_30wf,MLT_35wf,MLT_40wf,MLT_45wf,MLT_50wf,MLT_60wf,MLT_70wf,wound_OD_40wf_mm,wound_HT_40wf_mm,wound_OD_max_mm,wound_HT_max_mm,SA_core_mm2,SA_40wf_mm2,awg_sl_min,awg_sl_max,awg_sl_count,awg_sl_turns_rdc,note,coated,coating_note,datasheet_url,data_source
MPP,300,C055405A2,7.49,3.45,5.72,7.2,16.5,0.12,9.3,68.0,153,166.0,179,8,15.5,16.4,16.6,16.8,17.0,17.3,17.5,17.8,18.3,18.9,8.1,6.8,9.6,10.0,260.0,330.0,22,41,18,AWG22:12T/0.0116ohm; AWG23:14T/0.0168ohm; AWG26:20T/0.0465ohm; AWG27:23T/0.0663ohm; AWG28:26T/0.0942ohm; AWG29:29T/0.129ohm; AWG30:33T/0.187ohm; AWG31:37T/0.262ohm; AWG32:41T/0.358ohm; AWG33:47T/0.518ohm; AWG34:53T/0.752ohm; AWG35:60T/1.05ohm; AWG36:67T/1.47ohm; AWG37:74T/1.99ohm; AWG38:83T/2.82ohm; AWG39:96T/4.24ohm; AWG40:109T/6.11ohm; AWG41:122T/8.37ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055405A2.pdf,MagInc_2025_catalog
Kool Mu,14,0077033A7,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,6,6.0,6,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077033A7.pdf,MagInc_2025_catalog
High Flux,14,0058033A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,6,6.0,6,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058033A2.pdf,MagInc_2025_catalog
MPP,14,0055033A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,6,6.0,6,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055033A2.pdf,MagInc_2025_catalog
Kool Mu,19,0077832A7,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,7,8.0,9,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077832A7.pdf,MagInc_2025_catalog
MPP,19,0055832A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,7,8.0,9,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055832A2.pdf,MagInc_2025_catalog
Kool Mu,26,0077032A7,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,10,11.0,12,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077032A7.pdf,MagInc_2025_catalog
High Flux,26,0058032A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,10,11.0,12,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058032A2.pdf,MagInc_2025_catalog
MPP,26,0055032A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,10,11.0,12,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055032A2.pdf,MagInc_2025_catalog
Kool Mu,40,0077833A7,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,16,17.0,18,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077833A7.pdf,MagInc_2025_catalog
High Flux,40,0058833A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,16,17.0,18,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058833A2.pdf,MagInc_2025_catalog
MPP,40,0055833A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,16,17.0,18,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055833A2.pdf,MagInc_2025_catalog
Kool Mu,60,0077031A7,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,23,25.0,27,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077031A7.pdf,MagInc_2025_catalog
High Flux,60,CO58031A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,23,25.0,27,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/CO58031A2.pdf,MagInc_2025_catalog
MPP,60,C055031A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,23,25.0,27,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055031A2.pdf,MagInc_2025_catalog
Kool Mu,75,0077835A7,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,29,31.0,33,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077835A7.pdf,MagInc_2025_catalog
High Flux,75,0058835A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,29,31.0,33,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058835A2.pdf,MagInc_2025_catalog
MPP,75,0055835A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,29,31.0,33,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055835A2.pdf,MagInc_2025_catalog
Kool Mu,90,0077834A7,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,34,37.0,40,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077834A7.pdf,MagInc_2025_catalog
High Flux,90,0058834A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,34,37.0,40,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058834A2.pdf,MagInc_2025_catalog
MPP,90,0055834A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,34,37.0,40,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055834A2.pdf,MagInc_2025_catalog
Kool Mu,125,0077030A7,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,48,52.0,56,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077030A7.pdf,MagInc_2025_catalog
High Flux,125,C058030A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,48,52.0,56,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C058030A2.pdf,MagInc_2025_catalog
MPP,125,C055030A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,48,52.0,56,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055030A2.pdf,MagInc_2025_catalog
High Flux,147,C058029A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,57,62.0,67,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C058029A2.pdf,MagInc_2025_catalog
MPP,147,C055029A2,8.51,3.45,3.81,6.0,17.9,0.107,9.3,56.0,57,62.0,67,8,12.7,13.6,13.8,14.0,14.3,14.5,14.7,15.0,15.5,16.1,9.1,4.9,11.0,6.7,240.0,310.0,22,41,18,AWG22:12T/0.00988ohm; AWG23:14T/0.0142ohm; AWG24:16T/0.0201ohm; AWG27:23T/0.0556ohm; AWG28:26T/0.0787ohm; AWG29:29T/0.108ohm; AWG30:33T/0.156ohm; AWG31:37T/0.218ohm; AWG32:41T/0.298ohm; AWG33:47T/0.43ohm; AWG34:53T/0.623ohm; AWG35:60T/0.87ohm; AWG36:67T/1.21ohm; AWG37:74T/1.65ohm; AWG38:83T/2.33ohm; AWG39:96T/3.5ohm; AWG40:109T/5.04ohm; AWG41:122T/6.9ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055029A2.pdf,MagInc_2025_catalog
